IID	trait.A	trait.B	trait.C	trait.D
HGDP00646	0.352623761228889	0.445356160454315	0.018644397204961	0.183375681111835
HGDP00843	0.0865070645725796	0.243496057925281	0.130345313247261	0.539651564254878
HGDP00068	0.117668664714791	0.133266346580295	0.547816856102581	0.201248132602333
HGDP00449	0.0750968476490789	0.320740552100508	0.334982720282059	0.269179879968354
HGDP01285	0.218238099254468	0.0589492083865871	0.599896034585604	0.122916657773341
HGDP01058	0.573767612321837	0.107751968800812	0.135366623954177	0.183113794923174
HGDP00647	0.0853914141895396	0.411789857785775	0.204175908677624	0.298642819347062
HGDP00846	0.244744985137055	0.338038660986686	0.291689578157334	0.125526775718925
HGDP00070	0.452536197228218	0.121167934086107	0.417413577312437	0.00888229137323699
HGDP00450	0.015302649876821	0.335703233360833	0.0501465901388763	0.59884752662347
HGDP01286	0.335503211300446	0.0405232098756302	0.36440939578675	0.259564183037174
HGDP01059	0.23354179051335	0.430019786330238	0.275368215942022	0.0610702072143894
HGDP00648	0.232385563255207	0.275540883062171	0.325922606753588	0.166150946929033
HGDP00849	0.200344760093886	0.302454322327308	0.154333202189286	0.34286771538952
HGDP00452	0.598531395230782	0.29050258902407	0.0904101315432079	0.0205558842019404
HGDP00072	0.00759750203988117	0.193745912626308	0.382460468817735	0.416196116516076
HGDP01287	0.342466203147871	0.246524140233322	0.238850170619375	0.172159485999432
HGDP01060	0.371212562009424	0.083834212908982	0.489890967728567	0.0550622573530268
HGDP00650	0.429687331098006	0.29287432352913	0.0626930775396741	0.21474526783319
HGDP00852	0.123379901703665	0.591477966776764	0.249874115818143	0.0352680157014277
HGDP00453	0.132539535470929	0.144829632585951	0.602768529666313	0.119862302276807
HGDP00074	0.34111031299581	0.209011977387341	0.295530988760464	0.154346720856385
HGDP01288	0.374473389265058	0.0338077045252503	0.337555941552947	0.254162964656745
HGDP01062	0.0274035394650004	0.174334994467143	0.23908301038024	0.559178455687616
HGDP00651	0.295332417400368	0.294430407694273	0.0755856051774888	0.334651569727871
HGDP00854	0.409024754851352	0.239037919770998	0.346752920292763	0.00518440508488688
HGDP00454	0.433629743301431	0.269430940507139	0.248664556833892	0.0482747593575384
HGDP00076	0.131167633171444	0.332612633431018	0.220698654918602	0.315521078478936
HGDP01289	0.284818808040362	0.0817994226463035	0.332776554488413	0.300605214824921
HGDP01063	0.385570414200195	0.0296040264851494	0.449889648816564	0.134935910498091
HGDP00653	0.387694429065899	0.154682713984989	0.335873794258917	0.121749062690195
HGDP00455	0.39105146492073	0.208435793734742	0.194463678889755	0.206049062454773
HGDP00855	0.126994016284617	0.303350984160024	0.280952088110279	0.28870291144508
HGDP00078	0.230421603391739	0.167880603646572	0.289860707817803	0.311837085143886
HGDP01290	0.292164868110275	0.33497769259951	0.263660503894256	0.109196935395959
HGDP00654	0.449842972046247	0.302489833766882	0.127610813330735	0.120056380856135
HGDP01064	0.367984447570665	0.424436332327347	0.0942240236265807	0.113355196475407
HGDP00457	0.356260878317327	0.304473023252672	0.297577988785466	0.0416881096445349
HGDP00856	0.30264741082387	0.164612023368125	0.30881103145016	0.223929534357846
HGDP00080	0.464943723579041	0.241774992867037	0.0216558741410696	0.271625409412853
HGDP01291	0.521403122859455	0.192228775125613	0.233288976400083	0.0530791256148494
HGDP00655	0.168451899053637	0.137077762348267	0.383377423297234	0.311092915300862
HGDP00458	0.192076008838697	0.0286521855893859	0.476766123701028	0.302505681870889
HGDP01065	0.3551363659523	0.00696490010558916	0.444073547170264	0.193825186771847
HGDP00857	0.318734403247016	0.158459235868579	0.180313397886806	0.342492962997599
HGDP00082	0.299926379110201	0.107075981823071	0.295202876171574	0.297794762895155
HGDP01292	0.291642423930781	0.357902989966819	0.247146557153322	0.103308028949078
HGDP00656	0.334900471640547	0.408181000219227	0.157438719118232	0.0994798090219943
HGDP00459	0.187048262743766	0.0406549515910084	0.437593402847159	0.334703382818067
HGDP01066	0.315838880720406	0.219567799652591	0.319870083248183	0.14472323637882
HGDP00086	0.148600743058585	0.214907119070628	0.150280529247412	0.486211608623375
HGDP00858	0.308028475100661	0.138969987065706	0.260969201661129	0.292032336172504
HGDP01293	0.285755403016317	0.14398883286944	0.163961212571238	0.406294551543005
HGDP00460	0.319695165317236	0.181618108415673	0.158188463168056	0.340498263099035
HGDP00661	0.232422749652228	0.365831642638472	0.264442064071746	0.137303543637554
HGDP01067	0.492815361784933	0.266136512309105	0.166973485323693	0.0740746405822693
HGDP00088	0.363447943051588	0.358816872518807	0.0694167153771652	0.20831846905244
HGDP00859	0.120492033841284	0.0656611782419052	0.417897228266665	0.395949559650146
HGDP01294	0.408378090540561	0.159355709414102	0.191741941021929	0.240524259023408
HGDP00461	0.0565187981064881	0.357305099447355	0.195348611365241	0.390827491080915
HGDP00662	0.373078732271966	0.336862693755081	0.0813651319874523	0.208693441985501
HGDP01068	0.0361123864549294	0.711741984017171	0.166771941782215	0.0853736877456847
HGDP00090	0.249138926698839	0.285779615194577	0.346979805827034	0.118101652279549
HGDP00860	0.387549079821444	0.176904445552791	0.179009905497791	0.256536569127975
HGDP00462	0.489242911476111	0.0252981183747183	0.236483650278657	0.248975319870513
HGDP01295	0.0711278529437796	0.569951583335954	0.0404946889600092	0.318425874760257
HGDP00663	0.150914475035814	0.193494270485886	0.307076789627897	0.348514464850404
HGDP01069	0.0310994208318847	0.0219652088681149	0.485129752817232	0.461805617482768
HGDP00092	0.402881859293775	0.381532442490598	0.0914395566181335	0.124146141597494
HGDP00861	0.346987270497583	0.0638876982940113	0.319489793407261	0.269635237801145
HGDP00463	0.21205581386426	0.158607845934146	0.0919013182623814	0.537435021939212
HGDP01296	0.482479477129202	0.00474315529703291	0.121354461592235	0.391422905981529
HGDP00664	0.336277396328161	0.313075173641182	0.174321484694106	0.176325945336551
HGDP01070	0.327998538757598	0.243009091685949	0.174618442918808	0.254373926637644
HGDP00094	0.469625422478101	0.0880063009753234	0.355529088846275	0.0868391877003009
HGDP00862	0.407557134805179	0.12087791889189	0.116950317650082	0.354614628652849
HGDP00464	0.124637985785596	0.444296086562619	0.150287456530433	0.280778471121352
HGDP01297	0.140581156902863	0.325367653259979	0.32154506551608	0.212506124321078
HGDP00666	0.415921415252337	0.217100566597788	0.124935254342212	0.242042763807663
HGDP01071	0.236449647178912	0.316745048124479	0.131562632339889	0.31524267235672
HGDP00096	0.100453891760158	0.454798807864513	0.181320367280037	0.263426933095292
HGDP00863	0.529957511525172	0.231715735910848	1.93081467988653e-05	0.238307444417181
HGDP00466	0.419670671121969	0.0695911924238249	0.128769020681481	0.381969115772725
HGDP01298	0.265267154048173	0.329176416280441	0.203639791420059	0.201916638251327
HGDP00667	0.273272845961111	0.169099659539013	0.383856327683496	0.17377116681638
HGDP01072	0.241809668946366	0.0874504054643839	0.358799870647934	0.311940054941317
HGDP00098	0.267923594248959	0.290587844845664	0.297215684570582	0.144272876334795
HGDP00864	0.336495921491462	0.418336446198765	0.0507333417188337	0.19443429059094
HGDP00467	0.272637230447556	0.452025798962736	0.059521191857596	0.215815778732111
HGDP01299	0.233754629889945	0.0813809749510654	0.518133240725945	0.166731154433045
HGDP00668	0.214764094408464	0.368690586139761	0.176866645112274	0.239678674339502
HGDP01073	0.165141504348063	0.0167738184228449	0.405490383375693	0.412594293853399
HGDP00099	0.330790608387197	0.272404236040136	0.143580368602757	0.25322478696991
HGDP00469	0.362166602168332	0.293005458815039	0.0126441882206555	0.332183750795973
HGDP00865	0.148016440397983	0.0722008890580677	0.322535245760137	0.457247424783813
HGDP01300	0.0637377273820823	0.298073070598485	0.174208725804777	0.463980476214655
HGDP00669	0.405693390762837	0.135522640505764	0.41151769449865	0.0472662742327486
HGDP01074	0.0305106881248353	0.40589023781917	0.237519438464892	0.326079635591103
HGDP00868	0.439875249865448	0.118316074981551	0.360393947359431	0.0814147277935697
HGDP00100	0.26672307378042	0.298277325088763	0.113311589018796	0.321688012112021
HGDP00470	0.307249039759441	0.177607482568275	0.0381795820957683	0.476963895576515
HGDP00670	0.291631251440937	0.12983337943114	0.200661846783883	0.37787352234404
HGDP01301	0.300459159012077	0.129608523727223	0.258054139074069	0.311878178186631
HGDP01075	0.448683019021815	0.0366745421841584	0.121527713840212	0.393114724953815
HGDP00869	0.301754873062832	0.272205935649926	0.243252580062966	0.182786611224276
HGDP00102	0.3020132930697	0.209723916758656	0.255796306647062	0.232466483524582
HGDP00471	0.271873668120452	0.279605457586297	0.212094312857108	0.236426561436144
HGDP00671	0.486891258739774	0.47728086304512	0.0281246251978436	0.00770325301726188
HGDP01302	0.176158369961848	0.242096519393291	0.102042850782812	0.479702259862049
HGDP01076	0.308579498519111	0.331839669839743	0.176046443478845	0.183534388162301
HGDP00870	0.170369965282462	0.27872472450126	0.184726235210386	0.366179075005892
HGDP00472	0.151844550877579	0.360949834100963	0.204304913913813	0.282900701107645
HGDP00103	0.365886908135569	0.227730084363448	0.112445506855276	0.293937500645706
HGDP00672	0.193929053786726	0.458357994794329	0.0683760548109232	0.279336896608022
HGDP01303	0.459564958033579	0.323298076714661	0.0460140911011327	0.171122874150627
HGDP01077	0.372151473681823	0.0500553171512985	0.527162397472146	0.0506308116947322
HGDP00871	0.102256031025229	0.497762433030102	0.222751631095875	0.177229904848794
HGDP00473	0.15227338288727	0.229911625814315	0.337893015629627	0.279921975668788
HGDP00104	0.119217669162584	0.364314667270147	0.143551344870656	0.372916318696613
HGDP00673	0.21554714892304	0.45961311520189	0.284594735387444	0.0402450004876256
HGDP01304	0.29182548964862	0.186715183765243	0.348548379153987	0.17291094743215
HGDP01078	0.246923087758504	0.235693189490361	0.437679011270504	0.0797047114806318
HGDP00872	0.215864770251326	0.199763320871109	0.257163187391754	0.327208721485812
HGDP00474	0.0592672094263818	0.338905652829191	0.60037700122917	0.00145013651525718
HGDP00105	0.0218658770405701	0.302893480681233	0.451909292629854	0.223331349648343
HGDP00674	0.245962109029717	0.266746844300215	0.251447545357148	0.235843501312921
HGDP01305	0.259806815161695	0.201290929081387	0.215987323876108	0.322914931880811
HGDP01079	0.220251890130895	0.320286969647439	0.210023389862923	0.249437750358743
HGDP00475	0.330233469798342	0.275012815126083	0.304512099621799	0.0902416154537753
HGDP00873	0.305666061707247	0.303758780269171	0.336875597174134	0.0536995608494469
HGDP00106	0.11419768187758	0.259325824195622	0.253316717471363	0.373159776455436
HGDP00675	0.319819000381772	0.430740941843679	0.193374999514158	0.0560650582603912
HGDP01306	0.0676896802241683	0.507722588516028	0.199861412607505	0.224726318652299
HGDP01081	0.242252181169788	0.070464969298876	0.440884460747097	0.246398388784238
HGDP00476	0.414431051539478	0.385344142299922	0.166911244032926	0.0333135621276734
HGDP00875	0.250995328090382	0.225392743688648	0.0823120336745289	0.441299894546441
HGDP00108	0.263967213556719	0.445865916244874	0.227488203869171	0.0626786663292363
HGDP00676	0.383503736951668	0.366323213965912	0.231602111071052	0.0185709380113675
HGDP01307	0.258003001780344	0.302414796371471	0.24752999204686	0.192052209801324
HGDP01086	0.1312702422709	0.318904873521116	0.158151757526043	0.39167312668194
HGDP00478	0.19502242245561	0.220509563359749	0.189675324931376	0.394792689253265
HGDP00876	0.457449190010279	0.0648227308506722	0.00555084576935651	0.472177233369693
HGDP00109	0.18475663857799	0.2121850369835	0.407133503706865	0.195924820731645
HGDP00677	0.637830344400291	0.00419081883677461	0.288911239516298	0.0690675972466357
HGDP01308	0.0851776648107538	0.206090086074758	0.382502752890527	0.326229496223961
HGDP00479	0.310448735250283	0.449900830188586	0.0563042559915975	0.183346178569533
HGDP01090	0.207960010811721	0.556881445984132	0.186245988986491	0.0489125542176562
HGDP00877	0.328083493508939	0.0852074641011754	0.329985097076147	0.256723945313738
HGDP00110	0.167928469260741	0.298791261010793	0.223701805418666	0.3095784643098
HGDP00678	0.00520886812740162	0.346427291826209	0.317598969710582	0.330764870335807
