IID	sex	PC1	PC2
HGDP00992	1	-0.183773512590738	-0.0371787996360008
HGDP00795	1	-1.42992366550021	2.62463890863267
HGDP00326	1	-0.611931471976978	1.1425858507713
HGDP01254	2	-1.23341562857128	-1.54133932585825
HGDP00618	2	-0.650979282284673	-0.115032452041772
HGDP00015	2	0.0436882048215001	0.397331544618964
HGDP00993	1	0.960505549864054	0.440586626439923
HGDP00796	1	0.291499926880451	-1.20061997019538
HGDP00328	2	-2.55996227247002	-0.626906969137827
HGDP01255	2	1.19058348550816	-2.78992178688573
HGDP00619	2	-0.196032161098229	1.04254075763742
HGDP00017	1	0.915320281687423	-0.0791357225419555
HGDP00994	2	-0.167077509514096	-1.39673111118193
HGDP00330	2	-0.0475050871108008	0.649137507153369
HGDP00797	1	-0.195593114415228	-0.664367622849232
HGDP00620	1	-0.71337289281514	-0.120817431732975
HGDP01256	1	-0.370976709687866	0.249573569255806
HGDP00019	1	-1.14051472701652	2.01229277968382
HGDP00333	2	1.49293666729331	-1.32990083110323
HGDP00995	1	-1.29413100981771	-0.335566386524463
HGDP00798	1	1.28421075936102	-0.448509334859634
HGDP00621	2	-0.817692430788452	0.425271614092815
HGDP01257	1	2.26340231809989	-0.432807407812599
HGDP00021	1	2.02480347412319	-1.10184946104227
HGDP00338	2	-1.08307438684604	-1.3474827795206
HGDP00999	2	0.802672432469824	-0.411309666027038
HGDP00799	1	0.350269606359993	-0.187853485787742
HGDP00622	2	0.949452607151921	-0.117432267867688
HGDP01258	2	-0.97723083872131	0.938687536484131
HGDP00023	1	-0.175103518353855	-1.2328078172366
HGDP00341	1	0.661236530677419	-0.24247577008779
HGDP01010	2	-1.48034723045168	-2.14974879915291
HGDP00800	1	-0.680436395985525	1.57843997187057
HGDP00623	1	1.30477809061137	1.29635198046096
HGDP00025	1	-1.79185437335583	-0.00955535840176476
HGDP01259	1	-0.300287635815326	-0.148669321150655
HGDP00346	1	0.551506029651083	0.697665101334371
HGDP01013	2	-1.08119543310999	-0.921983279883504
HGDP00624	1	0.92320117231888	-0.315301668893939
HGDP00802	2	0.360588995037732	-0.862191484961975
HGDP00027	1	-1.18578812705491	1.11573864197924
HGDP01260	2	-0.871628424364129	1.5247009100143
HGDP00351	2	2.0867593091945	-1.99846860239629
HGDP01015	2	0.477768167314321	-0.845808047006653
HGDP00625	1	1.62667178398424	-0.00811911088158597
HGDP00803	1	0.754201358313878	0.157844243269229
HGDP00029	1	-0.437380227928762	-0.568279221648617
HGDP01261	1	-0.273388001988834	-0.00843748034831362
HGDP00356	1	-1.77954788839776	-0.327369348064667
HGDP01021	1	0.472041738634543	-0.614796471705931
HGDP00626	2	-0.682625012858633	-0.584140312878284
HGDP00804	1	0.640984710644621	0.218044464042726
HGDP00031	2	0.405024432217948	-0.320351369246531
HGDP01262	1	-1.48589822607575	-0.553832453307435
HGDP00359	2	3.06304426752499	1.18359140775896
HGDP01023	2	-0.0617278991110892	-1.31167092396435
HGDP00627	2	-0.601062434877994	0.841640287142484
HGDP00805	1	1.17698639160153	-0.607886967927644
HGDP00033	1	-0.398877559834745	0.257856765191873
HGDP01263	2	0.0474367240440786	-1.18557051821439
HGDP00364	2	-1.82738373423494	-1.59921122064091
HGDP01027	1	0.257724976556419	-1.81066689027156
HGDP00628	1	-0.547541129231607	-1.12275350410695
HGDP00806	2	1.47548807475316	-0.910734296185824
HGDP00035	2	-0.916663967361345	0.472512770607675
HGDP01264	1	0.656821358936467	0.526666669903857
HGDP00371	1	0.277025421371361	-1.53984862697493
HGDP01028	2	1.2675171863196	-1.31212951216582
HGDP00629	2	-0.859457543787237	0.743856976973061
HGDP00807	2	1.39911081180625	0.0890567522562573
HGDP00037	1	-1.33367390996991	0.390643705705287
HGDP01265	1	1.14429488384033	-0.236212346965977
HGDP00372	1	1.20334978464259	-1.21998760209354
HGDP01029	2	1.38394805255901	-0.288413320451163
HGDP00630	2	-0.458765540937809	0.0191416084759775
HGDP00808	1	0.601929450394658	-0.706329144990026
HGDP00039	2	0.444777834441528	0.40421238167277
HGDP01266	1	0.335380533718825	1.19527772889729
HGDP00376	1	-0.171907667191729	0.102018763015617
HGDP01030	1	1.47898053544046	0.16656163840374
HGDP00631	2	1.64578717493103	-0.622735881178756
HGDP00041	2	0.667597308334167	-1.79214168528307
HGDP00810	1	-0.206163543158542	-0.188248013601417
HGDP01267	2	-0.252544030091634	2.25513171291401
HGDP00382	1	1.24090805999799	-2.25461861148893
HGDP01031	1	-0.495100826907096	0.618829612161902
HGDP00632	1	-1.71564045412988	-1.00506099295295
HGDP00811	1	-0.752052400086819	-0.0290202919520897
HGDP00043	1	-0.438105297317922	1.21862413644116
HGDP01268	1	-0.44256090190279	0.433923461175316
HGDP00388	1	-0.665400930066813	0.420959369842843
HGDP01032	2	0.103002252735175	1.70062168772827
HGDP00634	2	-0.29384546564911	-0.274586833123327
HGDP00812	2	1.93418314700173	-2.5764292604978
HGDP00045	2	-0.51104850836022	-0.162795340034998
HGDP01269	1	1.43677097204785	0.346688590957371
HGDP00392	2	-0.832268072651696	-1.3973365625873
HGDP01033	2	1.21158953690128	-1.31702135609058
HGDP00635	1	-1.00448531131801	-0.355170829241532
HGDP00813	2	0.873158384838356	-0.378104850804133
HGDP00047	1	1.26902416629621	-1.58698687796773
HGDP01270	1	0.915729936665862	1.80702041777006
HGDP00397	2	0.322024384384559	-1.63816153698649
HGDP01034	1	-0.0275043703717728	-0.748084027653489
HGDP00636	2	-0.370520610904446	-0.660921715404634
HGDP00814	1	0.179050905191376	-0.210519000547359
HGDP00049	2	-1.14471016151313	-0.179071900702896
HGDP00402	1	0.0301140438474852	0.97907927678169
HGDP01271	2	1.28416318647621	-0.766763148982208
HGDP01035	2	-0.512282129328496	0.569326509960892
HGDP00637	2	0.222575896824548	-1.57265856026391
HGDP00815	2	-0.530911593897391	-1.17775397789946
HGDP00052	2	-0.690293591867513	-0.321468933482251
HGDP00407	1	1.84617443388781	1.47520761402088
HGDP01272	1	0.0357576963547988	2.1842197740725
HGDP01036	2	-0.541844174498358	-1.11528183130284
HGDP00638	1	1.34305227853489	-1.04271450286916
HGDP00054	2	0.541070772796146	-0.432284020448313
HGDP00817	1	0.893490537267824	0.0176474457823561
HGDP00412	1	-0.799040847227371	0.0312924968477776
HGDP01274	2	0.774144292506784	1.54859042247932
HGDP01037	2	0.00602780124599756	1.06997046183255
HGDP00639	1	0.633201442248941	-0.220437928833672
HGDP00818	2	0.803525922494659	0.405638999962929
HGDP00056	2	0.282173921748224	-0.467873501575076
HGDP00417	1	-0.204794367660222	1.08808282726215
HGDP01275	1	0.106607834434743	-0.324225331429405
HGDP01041	1	-0.636172872954057	-1.88477345496701
HGDP00640	1	0.56524612360297	0.556122628380942
HGDP00819	1	0.274446864646923	-0.921077502588323
HGDP00057	1	0.31229906256424	0.563287807419133
HGDP00423	2	-1.44222332014959	-0.0174864292718612
HGDP01276	1	-0.00590988491764632	-0.335158281168565
HGDP01044	2	0.838933596454548	-0.660670308953313
HGDP00641	2	-0.809642839179976	2.24599908136561
HGDP00820	1	0.240588607648256	0.167678992379227
HGDP00058	2	2.1592208606803	-2.14441939078324
HGDP00428	2	0.458290220113783	0.16306699031123
HGDP01277	2	-0.577921527164066	-0.127853562348193
HGDP01047	1	0.460723790206759	1.01292465154779
HGDP00821	1	-1.21800076275268	-0.100423513637832
HGDP00642	2	-1.54897262386199	1.2758250626134
HGDP00060	1	0.489830159479463	-0.598435664695175
HGDP00433	1	-0.669843433975237	-0.471800505226307
HGDP01279	2	1.05619145498456	1.08165974646023
HGDP01053	2	-0.0815180188557568	0.104132588765413
HGDP00822	2	0.159600211111372	0.772272512297645
HGDP00643	1	0.605893229092901	-0.506782632940431
HGDP00062	2	0.402332947782486	1.50725761824892
HGDP00438	1	1.66912078025549	1.16303034567263
HGDP01280	1	-0.613416669076803	1.77648047595785
HGDP01055	2	-1.53956913516392	-0.110429484640437
HGDP00644	2	-0.346997727117418	-0.465849619376175
HGDP00828	2	0.916084301734219	0.33270020926694
HGDP00064	1	1.45366472114994	-0.383877362141779
HGDP00444	1	-1.72266313818653	2.07382043572123
HGDP01282	2	0.903096176331677	1.18294445580713
HGDP01056	2	-0.684322573758202	0.0578592489794322
HGDP00645	2	-1.94821688754772	0.0918149721343126
HGDP00832	1	-1.88537716214613	-1.23255188673223
HGDP00066	2	-0.389520338551106	1.06980044252806
HGDP00445	2	0.531584238980834	-0.780656429893473
HGDP01283	2	-0.00562929338322527	0.00424891000888586
HGDP01057	1	-1.3432299647922	1.04613352321535
HGDP00646	2	-0.272843263006323	-2.41225697273122
HGDP00843	1	1.10871311604043	-0.195090672233259
HGDP00068	2	0.827391684826949	0.770738820038597
HGDP00449	2	0.33649845996386	-0.58554482191954
HGDP01285	2	0.389196880261177	1.44671015592115
HGDP01058	1	-0.0617521464693813	-0.322413033705806
HGDP00647	2	-2.16857356790188	0.405590716790052
HGDP00846	2	0.218475858672152	-0.747246196213505
HGDP00070	1	-0.301969740540525	-0.361897166692165
HGDP00450	1	0.941808935978569	1.26247151949461
HGDP01286	2	-1.26293791519047	-0.814391253156896
HGDP01059	2	-0.388160498939909	0.972375658423455
HGDP00648	2	-0.578828509040958	-0.920069595360412
HGDP00849	1	-1.19216456393232	0.417272592393877
HGDP00452	1	1.52641464714056	-0.440826480747027
HGDP00072	1	-0.42691404507169	1.34653289075267
HGDP01287	1	-0.37778868337704	0.604780663590127
HGDP01060	1	-0.207350453942132	0.650757774914374
HGDP00650	2	1.14147527865583	0.686018764941473
HGDP00852	1	-0.291043192243945	-0.983203361682815
HGDP00453	2	0.553069276887795	1.06515737340781
HGDP00074	1	0.252289796717882	-1.12093723987683
HGDP01288	2	0.340842439449744	-0.531734801440545
HGDP01062	2	-0.605871121898494	-0.499838612149235
HGDP00651	2	-2.4951923032692	1.55800195677283
HGDP00854	1	0.109732540818466	1.9168602449148
HGDP00454	2	0.051650472353377	0.834678463783924
HGDP00076	2	0.562896469752711	-0.493452303603529
HGDP01289	2	0.529038961816107	-0.460299348106915
HGDP01063	2	0.325358196861315	1.12632799486245
HGDP00653	1	-0.851632381485907	0.627922899609059
HGDP00455	2	0.451390160403607	0.274618765817231
HGDP00855	1	-1.31188998457374	-1.12114804440428
HGDP00078	2	-1.58992343382994	-0.668141267663694
HGDP01290	2	0.595056539699413	0.684740568993316
HGDP00654	2	0.943747281218484	1.62671282876546
HGDP01064	1	0.830184950553146	0.206838858661544
HGDP00457	1	0.724260305708893	-1.25018137553183
HGDP00856	1	0.302624483039658	-0.777129632460922
HGDP00080	2	-0.440469897367608	-1.52280278516761
HGDP01291	1	1.38855628418662	0.180783983099003
HGDP00655	1	1.13486425993335	0.127240135423031
HGDP00458	2	1.8476313606038	0.342328763065078
HGDP01065	1	-0.491913217730714	0.529144338131914
HGDP00857	1	1.76987865956766	1.09078851255294
HGDP00082	1	0.273376151024318	0.216622473110951
HGDP01292	2	0.80804278574229	-0.944273390622814
HGDP00656	2	-0.936183226585249	-0.117933071172812
HGDP00459	2	-1.02716479031857	1.39914607829357
HGDP01066	2	1.02104326848399	-0.0325356209154599
HGDP00086	2	1.08880459129364	0.56110502504926
HGDP00858	1	-2.41820981058886	-0.794410672337993
HGDP01293	1	-0.18107677354058	0.204048708873704
HGDP00460	1	0.636283754546487	-1.16505017585158
HGDP00661	2	-0.725128432747626	-0.248354162230334
HGDP01067	1	0.312565998610951	-0.386813592598975
HGDP00088	2	-1.71279068978276	1.76076132158541
HGDP00859	2	1.65661424792202	2.30715656008728
HGDP01294	2	0.449173321828807	0.599552933464228
HGDP00461	1	-1.1966657783608	-1.66087746050265
HGDP00662	2	0.435650249986206	-0.795881715050543
HGDP01068	1	-0.424482282525467	0.835946174807375
HGDP00090	2	1.33588411940174	0.561549397873559
HGDP00860	2	0.0717622919419995	-0.501346932110295
HGDP00462	2	1.24459834827546	0.480588355979758
HGDP01295	2	-0.393154120801847	1.26636025662447
HGDP00663	2	0.947552129968948	0.45357706721422
HGDP01069	1	-0.0446457574463257	1.31100790391128
HGDP00092	2	-0.963631755531001	-0.487684456383193
HGDP00861	1	-0.465140870355323	-0.34207524054133
HGDP00463	1	-0.148629357758736	-0.0177279807023327
HGDP01296	1	-0.059989529670667	0.148240632650128
HGDP00664	1	2.8421301825056	-0.93849545573698
HGDP01070	2	-0.895815904121397	0.74134465383418
HGDP00094	1	1.5442056153643	0.498892839492814
HGDP00862	2	-0.771672563080895	-0.909886575734551
HGDP00464	1	0.756727427820458	0.984421127870671
HGDP01297	1	-1.22383186095549	-0.943816855001251
HGDP00666	1	-0.340080014098599	-1.73197212784957
HGDP01071	1	1.0828527995584	0.473764456514691
HGDP00096	2	-0.800943728725872	-0.667895211352111
HGDP00863	2	-0.404404467038976	0.772107922576745
HGDP00466	2	-0.156150227524077	0.361962007509461
HGDP01298	1	-0.0315982920591205	-1.18952487331488
HGDP00667	2	-0.478964014314627	0.134782022627479
HGDP01072	2	0.0205274613344313	1.08608455243335
HGDP00098	1	0.140958422611133	-1.34673219455842
HGDP00864	2	0.150142694918948	-0.328043498568215
HGDP00467	2	1.00933300477386	0.787412520128103
HGDP01299	1	-0.15087389926533	-0.864731307997287
HGDP00668	1	0.574136218407273	0.782825448614355
HGDP01073	2	-0.12168889810302	-0.232200103682519
HGDP00099	1	-1.36420897526109	0.180325863106584
HGDP00469	2	0.197014618228092	-0.660132741386691
HGDP00865	2	-0.0198084115827976	1.76547344800643
HGDP01300	1	-0.697465892118813	-0.818680287621334
HGDP00669	1	-0.726645960091281	-0.371756211533505
HGDP01074	1	1.42363755095127	1.03405754446442
HGDP00868	2	-0.421649120216849	-0.216179117397081
HGDP00100	2	-1.22424095971575	0.639580047245595
HGDP00470	2	1.01388045815611	0.0203201891788521
HGDP00670	2	-0.520448699535588	-0.481882364208751
HGDP01301	2	0.789806401028563	-1.11273616579943
HGDP01075	1	-1.42900161784346	1.26593197312268
HGDP00869	2	1.31347284236759	-0.0663108448049217
HGDP00102	2	-1.3111974968361	-1.11742146991485
HGDP00471	1	-1.2893049015255	-0.531549818668131
HGDP00671	1	0.446564128014565	0.557834826429993
HGDP01302	2	0.248324628577317	1.3347577146858
HGDP01076	2	-1.05185140237024	-0.608114375948785
HGDP00870	2	0.213531142156661	0.149115813147745
HGDP00472	2	0.777985612343511	1.56097065618065
HGDP00103	2	0.766713935920909	0.302619257939871
HGDP00672	1	-0.00516927593639746	0.445679581325786
HGDP01303	1	0.196334982687732	-0.199286037991774
HGDP01077	1	0.00890660159077392	2.09914967199726
HGDP00871	2	-0.538018490951996	0.399251256954332
HGDP00473	2	0.225949125474252	0.502466214357901
HGDP00104	2	-1.20238140364706	-1.35982369550902
HGDP00673	2	-0.644570937133879	0.528814238247816
HGDP01304	2	1.01489647820653	-0.917284860387222
HGDP01078	1	0.0876988105794976	0.559260065411662
HGDP00872	1	0.538345004373748	1.05789715863985
HGDP00474	2	-0.484009862023449	0.99023455369034
HGDP00105	1	-1.53582007512971	1.0296912172037
HGDP00674	2	-1.09545902019485	-0.666792257475643
HGDP01305	2	-1.66025573146786	-0.697040915118611
HGDP01079	1	0.0123169870695713	1.87221281743273
HGDP00475	1	0.123076603132727	0.675922038815166
HGDP00873	2	1.72629278873672	-0.300948053558104
HGDP00106	2	-0.347598031340479	1.03017924708151
HGDP00675	2	-0.514385207058461	0.516782537108288
HGDP01306	1	-0.437255582560218	3.1864144686321
HGDP01081	2	-0.743864245105637	-1.3173273307207
HGDP00476	2	-0.629497601544918	0.822181368611535
HGDP00875	2	-0.468483566351864	0.205237413699294
HGDP00108	2	0.0152948710715959	-1.39350642335383
HGDP00676	1	0.150766001650248	-1.12532180128746
HGDP01307	2	-0.840946807834224	-0.321306254610944
HGDP01086	2	0.477183795082611	-0.309842116908851
HGDP00478	1	-1.22842969673114	0.992689818887604
HGDP00876	1	-1.23193561529495	1.32277781805629
HGDP00109	2	0.732106987384531	0.849280641509797
HGDP00677	1	0.462948111426913	0.295197993295009
HGDP01308	1	0.926711707243407	-0.661549911054653
HGDP00479	1	-1.17772676712567	0.0507662256353227
HGDP01090	2	-0.18721827801648	-0.230139171779637
HGDP00877	1	0.176627386312101	0.682467777512995
HGDP00110	2	-0.362107070119158	-0.612812237096027
HGDP00678	1	-0.31604894079237	0.54170696711729
HGDP01309	1	-1.25064441844698	0.109601572246684
HGDP00491	2	-1.11950889069552	-0.526161686795847
HGDP01094	1	-0.0879871234464083	0.0689389949713384
HGDP00879	2	-1.12787125486303	0.398775080592626
HGDP00115	1	1.3255632118209	-0.0806319858569026
HGDP00679	2	0.269993523183189	0.671331422365642
HGDP01310	2	0.356351997326693	-0.913480482319336
HGDP00511	1	-0.999056161532197	-0.328192838319193
HGDP01095	2	-0.405501702593789	-1.35797875618155
HGDP00880	2	-0.35443296740101	-0.339955194233556
HGDP00118	1	1.50297989577025	-0.101856483341128
HGDP00680	1	0.881288146802202	-1.72367917446453
HGDP00512	2	-1.7343603305357	0.775822116684294
HGDP01311	2	-1.04022935930505	-0.266883336979792
HGDP01096	1	0.968996396912399	0.212520762735019
HGDP00120	2	-1.36131758332345	1.06974943520137
HGDP00881	1	0.561209338308844	0.0732773474774401
HGDP00682	1	-0.547090412747526	-1.15630829086079
HGDP00513	2	0.875945745654088	-0.579218656151579
HGDP01312	2	0.685265087466233	1.2360952419036
HGDP01098	1	0.368916293998345	-0.96022746686625
HGDP00121	2	1.56461194879903	0.853507726121409
HGDP00882	1	1.6703891193486	1.74664025353641
HGDP00683	2	-1.46594816799839	2.88647594802817
HGDP00514	1	0.746080994714525	2.22681516295698
HGDP01313	2	-0.246952585832881	0.180279670185448
HGDP01099	1	-1.26821594434607	-0.9667189091369
HGDP00122	1	0.294288206895886	-0.0925552917355486
HGDP00883	1	-0.141962458825604	1.73119998699994
HGDP00684	1	-1.05752886253207	-0.378497512545905
HGDP00515	1	1.44553463049015	-0.362613376967222
HGDP01314	1	-0.0681449738801745	-0.412525341064963
HGDP01100	2	-0.40700351427234	0.467870318196894
HGDP00124	1	-0.89589621026102	-0.96348091525859
HGDP00685	1	-1.33963228668257	-0.65932829512498
HGDP00884	1	1.101159885911	0.455732679039161
HGDP00516	2	-1.11676558700136	-1.33564683106508
HGDP01317	2	2.38477501033871	1.68926206126622
HGDP00125	1	0.462811759360151	0.569524068171301
HGDP01101	1	0.200217952753312	-0.919331386405993
HGDP00686	2	-0.430031242435317	-2.47166024214017
HGDP00885	2	-0.611311856496058	0.911852847041897
HGDP00517	2	1.66759463038509	0.900695509636198
HGDP01318	1	0.71285382473896	-0.379524525886055
HGDP00127	1	-0.645645971829474	-0.210527684322592
HGDP01102	2	0.18232106522002	-0.828329460173946
HGDP00687	1	-1.72309683405941	-0.558207089446466
HGDP00886	1	1.67756036485253	-1.27859576645036
HGDP00518	2	-1.92049976807242	0.800558428475939
HGDP01319	1	-1.21320552980364	0.673678667976713
HGDP00129	1	-1.2615308268312	0.621861751360999
HGDP01103	2	-0.951132880924486	-1.14534890423371
HGDP00688	2	0.7619521904492	-1.19182404120437
HGDP00887	2	-0.733902289673411	0.0331587250973226
HGDP01320	1	-1.14684630015936	-1.50669008911847
HGDP00519	2	0.141545337162246	-0.415844346714961
HGDP00130	1	1.55959085771672	-0.61674120739923
HGDP01104	1	-0.859932477301544	-0.39455185928936
HGDP00689	1	-1.16158792773218	-0.409439076571967
HGDP00888	2	-0.351739661666156	-0.142042662378077
HGDP00520	1	0.652276427451101	-1.37052424812929
HGDP01321	2	-1.03202872233545	0.837321031536061
HGDP00131	1	0.87643463306788	-0.273391568336366
HGDP01149	1	-0.505849986243009	-0.864224513156887
HGDP00690	1	1.94854638939965	-1.09768128119327
HGDP00889	1	-0.148273248656762	0.599113671870092
HGDP00521	2	-1.57805069302171	0.374607568795651
HGDP01322	2	-0.200181992646757	-0.694170433027751
HGDP00133	2	1.2479695239913	1.34238269662247
HGDP01151	2	0.632485407905028	1.32554565479762
HGDP00691	2	-0.897663952351057	-0.361585025329295
HGDP00890	2	-0.7349504170045	-0.497708582867226
HGDP00522	2	-1.23235042085778	1.54705722584225
HGDP01323	1	-0.586665813402066	1.27798282358316
HGDP00134	1	-0.57132739085223	1.81668112662942
HGDP01152	1	-0.578863325949771	0.985637949162782
HGDP00692	2	0.702015958804214	-0.0778190169745438
HGDP00891	1	-0.987510592929112	1.10267400415478
HGDP00523	2	-0.55566642670018	-0.211699128855019
HGDP01326	1	-0.443897152077351	-0.418272064691887
HGDP00135	1	-0.127027435684875	0.583932537555677
HGDP01153	2	0.458544761305624	-0.972439671466614
HGDP00693	1	-0.527454120508972	-0.588233123790119
HGDP00524	1	-0.26979471078968	1.03139415941639
HGDP00892	2	-0.00458644148507458	-0.651218034356629
HGDP01327	1	1.70536390304641	-1.33032496048428
HGDP00136	1	0.304131553935872	0.32123725161875
HGDP00694	1	1.80267802083295	-0.9433498355887
HGDP01155	1	0.453438517790468	-0.629726629904592
HGDP00525	1	0.374785925137897	0.438761406245391
HGDP00893	1	0.698469778094682	-2.44051050808561
HGDP01328	1	0.750745722425198	0.618931034570214
HGDP00137	1	2.11307823243605	1.42991372296952
HGDP00696	2	0.00525688272143858	-0.496423387004863
HGDP01156	1	0.9822077354321	0.511896416115441
HGDP00526	1	-0.900567929728333	0.603362688096566
HGDP00894	2	-0.958499920909703	-0.751230382244971
HGDP00139	2	0.119854430143838	-0.194135895701091
HGDP01329	1	-0.359652906664183	0.529778110338335
HGDP00697	2	-1.79813526897912	0.796940660453518
HGDP00527	1	-1.85059606221942	1.10479022595244
HGDP01157	2	0.845798032437825	-1.16958563226881
HGDP00895	1	-0.602523624887335	-0.957740296318255
HGDP00140	2	0.314271762602879	0.713462129946685
HGDP01330	1	0.62100640964687	-1.57482315223803
HGDP00698	2	-1.32299407615623	0.226196898827135
HGDP00528	2	1.94942579467396	-0.661390966376999
HGDP00896	1	-1.51278490166578	-0.213978705761156
HGDP01161	1	-1.20736876844719	2.19364901537557
HGDP00141	2	-0.153017419356856	-0.503028138605075
HGDP01331	2	-0.779160494692875	-0.689437158846785
HGDP00699	1	-0.0979813272678787	0.569537248443408
HGDP00529	2	0.730582499292497	1.11038669719569
HGDP00897	2	0.467008219099693	-1.01861080352837
HGDP01162	2	1.04381627385528	0.0693838466192289
HGDP00143	2	0.643339718551586	-0.859416612990281
HGDP01332	1	0.0982879413351071	1.69132564609149
HGDP00700	2	1.0094367051225	0.790356916439171
HGDP00530	1	-0.262648343825966	0.425958260905938
HGDP00898	2	1.8867922662329	-0.253796273509982
HGDP01163	1	-0.822651578886544	-0.64238223139639
HGDP00144	1	2.59628715878239	-0.282320628332909
HGDP01333	1	1.53162910848327	0.0848433308246997
HGDP00701	2	-0.0704778899443241	1.07539572551101
HGDP00531	1	-0.415105877395822	0.0423049222203706
HGDP00899	2	-1.16027957297016	1.05647340486452
HGDP01164	1	0.111110758468947	-0.903129580123977
HGDP00145	2	0.315439703509513	0.703218193957299
HGDP01334	1	-0.404523537524079	-0.744358349046067
HGDP00533	1	0.615653386460359	-0.391417104149271
HGDP00703	1	-1.26992484016054	-0.850885480706998
HGDP00900	2	-1.35699552131406	-0.127865174472646
HGDP01166	2	-0.720869417011125	-0.473567006874326
HGDP01335	2	-0.440820585637511	-0.561349497680916
HGDP00146	2	0.39318719150803	-1.13393947931287
HGDP00534	1	-0.11109585436694	-0.466292263789807
HGDP00704	1	1.37743459605689	-0.230527723362158
HGDP00901	2	-1.4177026255455	0.245348350451779
HGDP01167	1	-0.603914871057882	-0.429202440950095
HGDP00148	2	-0.623243561338751	0.446670038544623
HGDP01336	1	0.769549236670178	1.07850174123657
HGDP00535	1	-0.02562063543591	1.31193049175333
HGDP00706	1	-0.306316454133518	0.188483788675123
HGDP00902	2	0.352946204423492	-0.65455675615934
HGDP01168	1	0.341560074644568	0.752916355125844
HGDP01337	1	1.02898853944699	2.13353124538239
HGDP00149	2	0.27457113501229	0.551402986150657
HGDP00536	2	-0.354434793494798	1.0375697050326
HGDP00710	2	-1.12956943059633	0.257689718772059
HGDP00903	2	0.215372068496709	1.06666310937558
HGDP01169	2	1.13037494879569	1.21525272242616
HGDP01338	1	-1.48621471314954	0.821435180410016
HGDP00150	1	0.263318847021401	-0.955510765975323
HGDP00537	1	-0.431871927534397	0.545425930970175
HGDP00711	2	-1.52108276216847	0.157504006741662
HGDP00904	1	-2.24287271971337	-2.08174295397921
HGDP01171	1	0.122157857988915	-0.740624399692289
HGDP01339	2	-0.147951526114775	-0.228184892235798
HGDP00151	2	-0.649516830593094	-2.3551267580876
HGDP00538	2	0.748345413855676	0.909803724098298
HGDP00712	2	0.939412213234122	-0.790549754831346
HGDP00905	2	1.80192455086031	1.08407544555483
HGDP01340	2	0.792521825332203	0.19751914774367
HGDP01172	2	0.583829399803491	0.506795899761633
HGDP00153	1	1.1298280721347	3.24792091106459
HGDP00539	2	0.169101867188051	1.0590577756078
HGDP00713	1	-1.09533839363934	1.54086729565552
HGDP00906	1	0.375349424491692	0.307808892914531
HGDP01341	2	2.49270597826941	0.12609994283686
HGDP01173	1	-1.57180607112663	1.66272591364831
HGDP00154	2	-0.195303145916462	0.193361619403489
HGDP00540	1	1.17263435423048	-0.914262150348103
HGDP00714	1	0.813803703346774	0.550883379311672
HGDP00907	2	0.335791734314289	0.507237477851945
HGDP01342	2	-0.91160998375583	0.1751621462884
HGDP01174	2	0.843187832497748	0.81872224375882
HGDP00155	2	0.183966558779242	0.916603175284106
HGDP00541	2	0.348620703121479	0.112056645263572
HGDP00715	2	0.773764091801787	-0.763816221860117
HGDP00908	1	-0.803982863411365	-0.131031299526378
HGDP01345	2	-0.619145202404587	0.944938380422273
HGDP00157	2	0.0104732212034452	1.42626429422198
